METAPOPULATION MODEL results; Date=8/5/2023 Time=01:24:06
===========================================================
B20




   52 populations (52 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal extinction risk

 Threshold  Probability     95% confidence interval
       167       0.5980          0.5700   0.6260
       168       0.6170          0.5890   0.6450
       169       0.6350          0.6070   0.6630
       170       0.6490          0.6210   0.6770
       171       0.6620          0.6340   0.6900
       172       0.6870          0.6590   0.7150
       173       0.6960          0.6680   0.7240
       174       0.7040          0.6760   0.7320
       175       0.7090          0.6810   0.7370
       176       0.7160          0.6880   0.7440
       177       0.7290          0.7010   0.7570
       178       0.7440          0.7160   0.7720
       179       0.7570          0.7290   0.7850
       180       0.7670          0.7390   0.7950
       181       0.7800          0.7520   0.8080
       182       0.7930          0.7650   0.8210
       183       0.7990          0.7710   0.8270
       184       0.8050          0.7770   0.8330
       185       0.8180          0.7900   0.8460
       186       0.8270          0.7990   0.8550
       187       0.8400          0.8120   0.8680
       188       0.8560          0.8280   0.8840
       189       0.8680          0.8400   0.8960
       190       0.8810          0.8530   0.9090
       191       0.8880          0.8600   0.9160
       192       0.8960          0.8680   0.9240
       193       0.9030          0.8750   0.9310
       194       0.9080          0.8800   0.9360
       195       0.9170          0.8890   0.9450
       196       0.9230          0.8950   0.9510
       197       0.9310          0.9030   0.9590
       198       0.9340          0.9060   0.9620
       199       0.9380          0.9100   0.9660
       200       0.9450          0.9170   0.9730
       201       0.9500          0.9220   0.9780
       202       0.9540          0.9260   0.9820
       203       0.9580          0.9300   0.9860
       204       0.9600          0.9320   0.9880
       205       0.9630          0.9350   0.9910
       206       0.9690          0.9410   0.9970
       207       0.9710          0.9430   0.9990
       208       0.9720          0.9440   1.0000
       209       0.9730          0.9450   1.0000
       210       0.9750          0.9470   1.0000
       211       0.9800          0.9520   1.0000
       212       0.9820          0.9540   1.0000
       213       0.9850          0.9570   1.0000
       214       0.9870          0.9590   1.0000
       215       0.9880          0.9600   1.0000
       216       0.9880          0.9600   1.0000
       217       0.9910          0.9630   1.0000
       218       0.9920          0.9640   1.0000
       219       0.9930          0.9650   1.0000
       220       0.9930          0.9650   1.0000
       221       0.9930          0.9650   1.0000
       222       0.9930          0.9650   1.0000
       223       0.9930          0.9650   1.0000
       224       0.9940          0.9660   1.0000
       225       0.9950          0.9670   1.0000
       226       0.9950          0.9670   1.0000
       227       0.9950          0.9670   1.0000
       228       0.9950          0.9670   1.0000
       229       0.9950          0.9670   1.0000
       230       0.9950          0.9670   1.0000
       231       0.9950          0.9670   1.0000
       232       0.9960          0.9680   1.0000
       233       0.9960          0.9680   1.0000
       234       0.9970          0.9690   1.0000
       235       0.9970          0.9690   1.0000
       236       0.9970          0.9690   1.0000
       237       0.9970          0.9690   1.0000
       238       0.9970          0.9690   1.0000
       239       0.9980          0.9700   1.0000
       240       0.9990          0.9710   1.0000
       241       0.9990          0.9710   1.0000
       242       0.9990          0.9710   1.0000
       243       0.9990          0.9710   1.0000
       244       0.9990          0.9710   1.0000
       245       0.9990          0.9710   1.0000
       246       0.9990          0.9710   1.0000
       247       0.9990          0.9710   1.0000
       248       0.9990          0.9710   1.0000
       249       0.9990          0.9710   1.0000
       250       0.9990          0.9710   1.0000
       251       0.9990          0.9710   1.0000
       252       0.9990          0.9710   1.0000
       253       0.9990          0.9710   1.0000
       254       0.9990          0.9710   1.0000
       255       0.9990          0.9710   1.0000
       256       0.9990          0.9710   1.0000
       257       0.9990          0.9710   1.0000
       258       0.9990          0.9710   1.0000
       259       0.9990          0.9710   1.0000
       260       0.9990          0.9710   1.0000
       261       0.9990          0.9710   1.0000
       262       0.9990          0.9710   1.0000
       263       0.9990          0.9710   1.0000
       264       0.9990          0.9710   1.0000
       265       1.0000          0.9720   1.0000
