METAPOPULATION MODEL results; Date=8/2/2023 Time=21:30:00
===========================================================
B10




   16 populations (16 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       26       0.00      -0.48       3.23       6.95      20.00
       27       0.00      -0.54       3.22       6.98      17.00
       28       0.00      -0.60       3.08       6.76      18.00
       29       0.00      -0.69       3.14       6.97      22.00
       30       0.00      -0.72       3.06       6.84      21.00
       31       0.00      -0.83       2.98       6.79      17.00
       32       0.00      -0.79       2.85       6.50      14.00
       33       0.00      -0.88       2.88       6.65      17.00
       34       0.00      -0.90       2.86       6.63      16.00
       35       0.00      -0.93       2.82       6.57      15.00
       36       0.00      -0.98       2.79       6.57      19.00
       37       0.00      -1.08       2.74       6.56      17.00
       38       0.00      -1.13       2.64       6.40      17.00
       39       0.00      -1.09       2.50       6.10      17.00
       40       0.00      -1.14       2.43       6.00      16.00
       41       0.00      -1.14       2.35       5.85      21.00
       42       0.00      -1.17       2.33       5.82      18.00
       43       0.00      -1.22       2.23       5.68      19.00
       44       0.00      -1.17       2.16       5.50      14.00
       45       0.00      -1.24       2.10       5.44      19.00
       46       0.00      -1.28       2.09       5.45      17.00
       47       0.00      -1.27       2.04       5.36      15.00
       48       0.00      -1.38       2.04       5.45      19.00
       49       0.00      -1.30       1.99       5.29      15.00
       50       0.00      -1.35       1.96       5.27      17.00
       51       0.00      -1.30       1.91       5.13      17.00
       52       0.00      -1.40       1.93       5.26      14.00
       53       0.00      -1.52       1.90       5.33      16.00
       54       0.00      -1.46       1.86       5.17      16.00
       55       0.00      -1.48       1.82       5.12      15.00
       56       0.00      -1.40       1.73       4.85      19.00
       57       0.00      -1.44       1.75       4.93      15.00
       58       0.00      -1.42       1.68       4.78      14.00
       59       0.00      -1.45       1.69       4.83      16.00
       60       0.00      -1.46       1.61       4.68      16.00
       61       0.00      -1.49       1.59       4.67      16.00
       62       0.00      -1.47       1.52       4.51      15.00
       63       0.00      -1.50       1.51       4.52      15.00
       64       0.00      -1.52       1.50       4.52      16.00
       65       0.00      -1.52       1.50       4.51      15.00
       66       0.00      -1.53       1.44       4.42      16.00
       67       0.00      -1.49       1.39       4.27      15.00
       68       0.00      -1.49       1.40       4.30      15.00
       69       0.00      -1.56       1.42       4.39      14.00
       70       0.00      -1.60       1.41       4.42      16.00
       71       0.00      -1.63       1.37       4.37      18.00
       72       0.00      -1.53       1.31       4.14      15.00
       73       0.00      -1.61       1.34       4.29      15.00
       74       0.00      -1.59       1.29       4.18      14.00
       75       0.00      -1.58       1.29       4.16      17.00
       76       0.00      -1.63       1.27       4.18      16.00
       77       0.00      -1.42       1.11       3.65      13.00
       78       0.00      -1.50       1.14       3.78      13.00
       79       0.00      -1.62       1.13       3.87      18.00
       80       0.00      -1.60       1.10       3.81      15.00
       81       0.00      -1.64       1.09       3.82      17.00
       82       0.00      -1.54       1.04       3.62      15.00
       83       0.00      -1.63       1.09       3.80      17.00
       84       0.00      -1.62       1.07       3.75      17.00
       85       0.00      -1.63       1.02       3.67      15.00
       86       0.00      -1.59       0.98       3.54      14.00
       87       0.00      -1.52       0.92       3.37      13.00
       88       0.00      -1.54       0.91       3.36      18.00
       89       0.00      -1.61       0.90       3.42      18.00
       90       0.00      -1.59       0.90       3.39      15.00
       91       0.00      -1.47       0.82       3.12      15.00
       92       0.00      -1.57       0.83       3.23      18.00
       93       0.00      -1.49       0.81       3.12      14.00
       94       0.00      -1.50       0.81       3.13      16.00
       95       0.00      -1.49       0.82       3.12      16.00
       96       0.00      -1.47       0.78       3.04      14.00
       97       0.00      -1.51       0.75       3.01      15.00
       98       0.00      -1.43       0.72       2.87      14.00
       99       0.00      -1.41       0.70       2.81      14.00
      100       0.00      -1.44       0.68       2.79      14.00

Trajectory summary (Population 12: Pop 12)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       3.00       3.00       3.00       3.00       3.00
        1       0.00       1.82       3.79       5.75      12.00
        2       0.00       1.64       4.19       6.73      15.00
        3       0.00       1.40       4.36       7.32      14.00
        4       0.00       1.22       4.33       7.44      14.00
        5       0.00       1.09       4.22       7.34      15.00
        6       0.00       0.96       4.11       7.26      16.00
        7       0.00       0.77       3.95       7.13      16.00
        8       0.00       0.57       3.82       7.08      15.00
        9       0.00       0.37       3.76       7.16      15.00
       10       0.00       0.15       2.36       4.57      10.00
       11       0.00      -0.13       1.99       4.10      11.00
       12       0.00      -0.31       1.75       3.80      10.00
       13       0.00      -0.41       1.58       3.57      10.00
       14       0.00      -0.51       1.38       3.28       9.00
       15       0.00      -0.63       1.25       3.14      10.00
       16       0.00      -0.62       1.10       2.82       9.00
       17       0.00      -0.70       0.96       2.63       8.00
       18       0.00      -0.77       0.90       2.57       8.00
       19       0.00      -0.83       0.84       2.50       9.00
       20       0.00      -0.80       0.72       2.23       9.00
       21       0.00      -0.82       0.69       2.20       8.00
       22       0.00      -0.81       0.61       2.03       8.00
       23       0.00      -0.79       0.55       1.89       7.00
       24       0.00      -0.89       0.55       1.98      10.00
       25       0.00      -0.81       0.48       1.77       9.00
       26       0.00      -0.77       0.43       1.62       7.00
       27       0.00      -0.79       0.39       1.57       9.00
       28       0.00      -0.76       0.33       1.43       9.00
       29       0.00      -0.74       0.29       1.33       8.00
       30       0.00      -0.68       0.25       1.18       8.00
       31       0.00      -0.68       0.23       1.13       9.00
       32       0.00      -0.70       0.21       1.12       9.00
       33       0.00      -0.60       0.18       0.95       8.00
       34       0.00      -0.65       0.17       0.99       8.00
       35       0.00      -0.65       0.16       0.97       8.00
       36       0.00      -0.59       0.13       0.84       9.00
       37       0.00      -0.57       0.11       0.79       8.00
       38       0.00      -0.48       0.09       0.65       6.00
       39       0.00      -0.57       0.10       0.77      10.00
       40       0.00      -0.44       0.08       0.59       5.00
       41       0.00      -0.49       0.07       0.64       9.00
       42       0.00      -0.45       0.07       0.60       7.00
       43       0.00      -0.42       0.06       0.54       5.00
       44       0.00      -0.37       0.05       0.48       6.00
       45       0.00      -0.37       0.05       0.47       5.00
       46       0.00      -0.33       0.04       0.41       6.00
       47       0.00      -0.40       0.04       0.49       8.00
       48       0.00      -0.33       0.04       0.41       6.00
       49       0.00      -0.40       0.04       0.47      10.00
       50       0.00      -0.33       0.03       0.39       7.00
       51       0.00      -0.30       0.03       0.35       5.00
       52       0.00      -0.35       0.03       0.41       8.00
       53       0.00      -0.32       0.03       0.37       7.00
       54       0.00      -0.22       0.02       0.26       4.00
       55       0.00      -0.19       0.01       0.22       5.00
       56       0.00      -0.14       0.01       0.16       4.00
       57       0.00      -0.15       0.01       0.17       3.00
       58       0.00      -0.20       0.01       0.22       6.00
       59       0.00      -0.26       0.01       0.28       8.00
       60       0.00      -0.16       0.01       0.18       5.00
       61       0.00      -0.12       0.00       0.13       4.00
       62       0.00      -0.09       0.00       0.10       3.00
       63       0.00      -0.09       0.00       0.10       3.00
       64       0.00      -0.21       0.01       0.23       7.00
       65       0.00      -0.06       0.00       0.07       2.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 13: Pop 13)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       5.00       5.00       5.00       5.00       5.00
        1       0.00       3.60       6.13       8.66      16.00
        2       0.00       3.69       7.05      10.42      19.00
        3       0.00       3.73       7.52      11.31      20.00
        4       0.00       3.65       7.68      11.71      20.00
        5       0.00       3.59       7.71      11.83      26.00
        6       0.00       3.55       7.86      12.18      23.00
        7       0.00       3.59       7.97      12.36      23.00
        8       0.00       3.47       7.83      12.20      22.00
        9       0.00       3.37       7.85      12.33      22.00
       10       0.00       3.33       7.88      12.43      24.00
       11       0.00       3.28       7.84      12.41      21.00
       12       0.00       3.16       7.70      12.25      20.00
       13       0.00       3.14       7.87      12.60      23.00
       14       0.00       3.10       7.79      12.48      22.00
       15       0.00       2.98       7.71      12.44      21.00
       16       0.00       2.81       7.69      12.57      24.00
       17       0.00       2.84       7.57      12.30      21.00
       18       0.00       2.63       7.43      12.23      21.00
       19       0.00       2.51       7.35      12.19      22.00
       20       0.00       2.39       7.21      12.04      24.00
       21       0.00       2.34       7.23      12.12      26.00
       22       0.00       2.34       7.42      12.50      22.00
       23       0.00       2.12       7.21      12.29      23.00
       24       0.00       2.09       6.94      11.79      22.00
       25       0.00       2.02       7.02      12.02      24.00
       26       0.00       2.03       7.00      11.97      22.00
       27       0.00       1.83       6.78      11.73      23.00
       28       0.00       1.65       6.66      11.67      21.00
       29       0.00       1.64       6.66      11.68      25.00
       30       0.00       1.61       6.64      11.67      22.00
       31       0.00       1.54       6.64      11.75      25.00
       32       0.00       1.49       6.52      11.54      21.00
       33       0.00       1.50       6.46      11.42      23.00
       34       0.00       1.42       6.48      11.54      23.00
       35       0.00       1.40       6.50      11.60      21.00
       36       0.00       1.23       6.39      11.56      24.00
       37       0.00       1.20       6.31      11.42      27.00
       38       0.00       1.09       6.35      11.61      21.00
       39       0.00       1.13       6.30      11.47      21.00
       40       0.00       1.11       6.19      11.27      23.00
       41       0.00       1.06       6.31      11.56      22.00
       42       0.00       1.03       6.35      11.68      22.00
       43       0.00       0.95       6.27      11.60      21.00
       44       0.00       0.91       6.07      11.22      20.00
       45       0.00       0.80       6.08      11.36      22.00
       46       0.00       0.79       6.04      11.30      25.00
       47       0.00       0.74       5.99      11.23      20.00
       48       0.00       0.70       5.98      11.26      21.00
       49       0.00       0.79       5.85      10.91      22.00
       50       0.00       0.70       5.94      11.17      23.00
       51       0.00       0.60       6.00      11.40      20.00
       52       0.00       0.60       5.90      11.19      20.00
       53       0.00       0.62       6.00      11.38      20.00
       54       0.00       0.55       5.95      11.36      26.00
       55       0.00       0.54       5.82      11.10      23.00
       56       0.00       0.41       5.70      10.99      24.00
       57       0.00       0.33       5.58      10.83      21.00
       58       0.00       0.32       5.50      10.67      27.00
       59       0.00       0.24       5.57      10.89      21.00
       60       0.00       0.22       5.35      10.47      22.00
       61       0.00       0.11       5.26      10.41      23.00
       62       0.00       0.06       5.24      10.42      21.00
       63       0.00       0.03       5.22      10.41      22.00
       64       0.00       0.04       5.16      10.28      23.00
       65       0.00      -0.01       5.25      10.52      22.00
       66       0.00      -0.12       5.16      10.44      22.00
       67       0.00      -0.12       5.14      10.39      20.00
       68       0.00      -0.23       5.04      10.31      23.00
       69       0.00      -0.23       4.97      10.18      23.00
       70       0.00      -0.22       4.95      10.12      22.00
       71       0.00      -0.24       4.95      10.14      23.00
       72       0.00      -0.27       4.96      10.19      25.00
       73       0.00      -0.29       4.83       9.95      20.00
       74       0.00      -0.31       4.83       9.96      20.00
       75       0.00      -0.32       4.88      10.07      21.00
       76       0.00      -0.39       4.67       9.73      22.00
       77       0.00      -0.48       4.77      10.02      22.00
       78       0.00      -0.50       4.75      10.00      23.00
       79       0.00      -0.57       4.56       9.70      23.00
       80       0.00      -0.65       4.59       9.83      24.00
       81       0.00      -0.62       4.51       9.64      22.00
       82       0.00      -0.62       4.50       9.62      21.00
       83       0.00      -0.71       4.63       9.97      22.00
       84       0.00      -0.73       4.51       9.74      20.00
       85       0.00      -0.79       4.43       9.64      22.00
       86       0.00      -0.77       4.35       9.47      21.00
       87       0.00      -0.83       4.23       9.29      18.00
       88       0.00      -0.92       4.23       9.38      21.00
       89       0.00      -0.85       4.13       9.11      22.00
       90       0.00      -0.92       4.23       9.38      21.00
       91       0.00      -0.92       4.17       9.26      22.00
       92       0.00      -0.93       4.20       9.32      21.00
       93       0.00      -1.04       4.14       9.31      22.00
       94       0.00      -0.99       4.11       9.21      21.00
       95       0.00      -1.02       4.16       9.34      25.00
       96       0.00      -1.12       4.09       9.29      24.00
       97       0.00      -1.09       4.00       9.08      20.00
       98       0.00      -1.09       3.92       8.92      22.00
       99       0.00      -1.10       3.85       8.80      21.00
      100       0.00      -1.15       3.87       8.88      23.00

Trajectory summary (Population 14: Pop 14)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.76       2.30       3.83       9.00
        2       0.00       0.43       2.25       4.08      10.00
        3       0.00       0.15       2.11       4.06      10.00
        4       0.00      -0.07       1.85       3.76       9.00
        5       0.00      -0.22       1.72       3.66       9.00
        6       0.00      -0.41       1.63       3.66      12.00
        7       0.00      -0.47       1.45       3.37       9.00
        8       0.00      -0.61       1.31       3.23      10.00
        9       0.00      -0.66       1.16       2.97       9.00
       10       0.00      -0.69       1.01       2.72       9.00
       11       0.00      -0.79       1.00       2.78      11.00
       12       0.00      -0.77       0.88       2.52       9.00
       13       0.00      -0.79       0.80       2.39       8.00
       14       0.00      -0.77       0.70       2.17      10.00
       15       0.00      -0.79       0.66       2.11       8.00
       16       0.00      -0.79       0.58       1.96       7.00
       17       0.00      -0.78       0.51       1.80       8.00
       18       0.00      -0.86       0.50       1.86       9.00
       19       0.00      -0.84       0.44       1.72       9.00
       20       0.00      -0.80       0.41       1.63       7.00
       21       0.00      -0.74       0.35       1.45      10.00
       22       0.00      -0.77       0.33       1.43       8.00
       23       0.00      -0.82       0.32       1.45       8.00
       24       0.00      -0.71       0.26       1.23       8.00
       25       0.00      -0.72       0.25       1.22       8.00
       26       0.00      -0.62       0.21       1.03       7.00
       27       0.00      -0.65       0.20       1.05       7.00
       28       0.00      -0.62       0.17       0.96       8.00
       29       0.00      -0.53       0.14       0.81       6.00
       30       0.00      -0.58       0.13       0.85       7.00
       31       0.00      -0.53       0.11       0.74       7.00
       32       0.00      -0.57       0.10       0.78       9.00
       33       0.00      -0.44       0.09       0.61       6.00
       34       0.00      -0.50       0.10       0.69       6.00
       35       0.00      -0.47       0.08       0.64       6.00
       36       0.00      -0.55       0.09       0.73       8.00
       37       0.00      -0.48       0.08       0.64       8.00
       38       0.00      -0.51       0.08       0.66       8.00
       39       0.00      -0.45       0.06       0.57       8.00
       40       0.00      -0.48       0.07       0.62       8.00
       41       0.00      -0.49       0.06       0.62       9.00
       42       0.00      -0.39       0.05       0.50       8.00
       43       0.00      -0.34       0.05       0.44       5.00
       44       0.00      -0.37       0.05       0.46       6.00
       45       0.00      -0.35       0.04       0.44       6.00
       46       0.00      -0.40       0.04       0.48      10.00
       47       0.00      -0.31       0.03       0.37       5.00
       48       0.00      -0.30       0.03       0.36       6.00
       49       0.00      -0.33       0.03       0.39       6.00
       50       0.00      -0.24       0.02       0.28       6.00
       51       0.00      -0.23       0.02       0.27       4.00
       52       0.00      -0.27       0.02       0.32       5.00
       53       0.00      -0.26       0.02       0.30       6.00
       54       0.00      -0.26       0.02       0.30       5.00
       55       0.00      -0.35       0.03       0.41       7.00
       56       0.00      -0.29       0.02       0.33       5.00
       57       0.00      -0.17       0.01       0.20       3.00
       58       0.00      -0.14       0.01       0.16       3.00
       59       0.00      -0.16       0.01       0.18       4.00
       60       0.00      -0.12       0.01       0.14       3.00
       61       0.00      -0.22       0.01       0.24       7.00
       62       0.00      -0.18       0.01       0.19       5.00
       63       0.00      -0.23       0.01       0.25       7.00
       64       0.00      -0.10       0.00       0.10       3.00
       65       0.00      -0.18       0.01       0.19       5.00
       66       0.00      -0.13       0.01       0.14       3.00
       67       0.00      -0.18       0.01       0.19       5.00
       68       0.00      -0.09       0.00       0.09       2.00
       69       0.00      -0.07       0.00       0.07       2.00
       70       0.00      -0.06       0.00       0.07       2.00
       71       0.00      -0.06       0.00       0.07       2.00
       72       0.00      -0.03       0.00       0.03       1.00
       73       0.00      -0.06       0.00       0.07       2.00
       74       0.00      -0.03       0.00       0.03       1.00
       75       0.00      -0.06       0.00       0.07       2.00
       76       0.00      -0.18       0.01       0.20       6.00
       77       0.00      -0.06       0.00       0.07       2.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 15: Pop 15)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       8.00       8.00       8.00       8.00       8.00
        1       1.00       6.40       9.52      12.64      20.00
        2       1.00       6.61      10.87      15.12      25.00
        3       0.00       6.77      11.64      16.52      28.00
        4       0.00       7.12      12.30      17.48      31.00
        5       0.00       7.30      12.49      17.68      31.00
        6       0.00       7.23      12.68      18.12      29.00
        7       0.00       7.43      12.94      18.44      32.00
        8       0.00       7.45      12.69      17.94      29.00
        9       0.00       7.66      13.04      18.43      29.00
       10       0.00       2.38       4.74       7.09      13.00
       11       0.00       1.69       4.03       6.37      13.00
       12       0.00       1.30       3.65       6.01      11.00
       13       0.00       0.80       3.25       5.69      13.00
       14       0.00       0.59       3.04       5.49      11.00
       15       0.00       0.28       2.76       5.24      14.00
       16       0.00       0.13       2.56       4.99      13.00
       17       0.00      -0.07       2.38       4.83      11.00
       18       0.00      -0.21       2.25       4.72      13.00
       19       0.00      -0.35       2.15       4.64      12.00
       20       0.00      -0.43       2.00       4.43      14.00
       21       0.00      -0.50       1.85       4.20      11.00
       22       0.00      -0.62       1.70       4.02      13.00
       23       0.00      -0.70       1.61       3.91      11.00
       24       0.00      -0.81       1.49       3.80      13.00
       25       0.00      -0.84       1.41       3.67      10.00
       26       0.00      -0.92       1.25       3.42      11.00
       27       0.00      -0.92       1.12       3.16      12.00
       28       0.00      -0.97       1.07       3.10      11.00
       29       0.00      -0.94       0.97       2.87      10.00
       30       0.00      -1.05       0.97       2.98      12.00
       31       0.00      -1.06       0.93       2.91      12.00
       32       0.00      -1.07       0.92       2.90      11.00
       33       0.00      -0.99       0.81       2.61      12.00
       34       0.00      -0.96       0.72       2.40      12.00
       35       0.00      -0.96       0.67       2.30      13.00
       36       0.00      -0.96       0.63       2.21      10.00
       37       0.00      -1.06       0.62       2.29      13.00
       38       0.00      -0.94       0.56       2.06      10.00
       39       0.00      -0.92       0.52       1.95      10.00
       40       0.00      -0.99       0.50       1.99      10.00
       41       0.00      -1.09       0.49       2.06      14.00
       42       0.00      -0.93       0.41       1.76      10.00
       43       0.00      -0.94       0.40       1.75      11.00
       44       0.00      -1.03       0.41       1.86      13.00
       45       0.00      -0.94       0.37       1.68      10.00
       46       0.00      -0.92       0.34       1.60      10.00
       47       0.00      -0.81       0.28       1.37       9.00
       48       0.00      -0.92       0.30       1.51      11.00
       49       0.00      -0.90       0.28       1.45      11.00
       50       0.00      -0.82       0.25       1.31       9.00
       51       0.00      -0.81       0.22       1.26      13.00
       52       0.00      -0.72       0.22       1.15       8.00
       53       0.00      -0.80       0.24       1.28       8.00
       54       0.00      -0.76       0.22       1.20       7.00
       55       0.00      -0.85       0.21       1.27      11.00
       56       0.00      -0.80       0.19       1.17      10.00
       57       0.00      -0.72       0.16       1.04       8.00
       58       0.00      -0.85       0.18       1.21      11.00
       59       0.00      -0.80       0.16       1.12       9.00
       60       0.00      -0.74       0.14       1.03       9.00
       61       0.00      -0.60       0.12       0.83       7.00
       62       0.00      -0.61       0.11       0.83      10.00
       63       0.00      -0.63       0.12       0.86       9.00
       64       0.00      -0.56       0.09       0.75       7.00
       65       0.00      -0.56       0.09       0.74       7.00
       66       0.00      -0.51       0.08       0.68       8.00
       67       0.00      -0.57       0.09       0.76       7.00
       68       0.00      -0.52       0.08       0.68       8.00
       69       0.00      -0.53       0.08       0.68       9.00
       70       0.00      -0.51       0.08       0.66       8.00
       71       0.00      -0.45       0.06       0.57       8.00
       72       0.00      -0.55       0.06       0.68      11.00
       73       0.00      -0.37       0.04       0.45       7.00
       74       0.00      -0.42       0.04       0.51       8.00
       75       0.00      -0.35       0.04       0.42       6.00
       76       0.00      -0.35       0.03       0.42       8.00
       77       0.00      -0.24       0.02       0.29       5.00
       78       0.00      -0.27       0.02       0.30       7.00
       79       0.00      -0.25       0.02       0.29       6.00
       80       0.00      -0.30       0.02       0.34       7.00
       81       0.00      -0.23       0.01       0.25       6.00
       82       0.00      -0.26       0.02       0.29       5.00
       83       0.00      -0.31       0.02       0.35       7.00
       84       0.00      -0.21       0.01       0.24       5.00
       85       0.00      -0.24       0.01       0.27       7.00
       86       0.00      -0.18       0.01       0.20       5.00
       87       0.00      -0.24       0.01       0.26       7.00
       88       0.00      -0.07       0.00       0.07       2.00
       89       0.00      -0.03       0.00       0.03       1.00
       90       0.00      -0.03       0.00       0.03       1.00
       91       0.00      -0.03       0.00       0.03       1.00
       92       0.00      -0.09       0.00       0.10       3.00
       93       0.00      -0.09       0.00       0.10       3.00
       94       0.00      -0.06       0.00       0.07       2.00
       95       0.00      -0.06       0.00       0.07       2.00
       96       0.00      -0.09       0.00       0.10       3.00
       97       0.00      -0.24       0.01       0.26       8.00
       98       0.00      -0.15       0.00       0.16       5.00
       99       0.00      -0.09       0.00       0.10       3.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 16: Pop 16)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.79       2.27       3.75       9.00
        2       0.00       0.27       2.17       4.07      11.00
        3       0.00       0.04       1.96       3.88      12.00
        4       0.00      -0.22       1.78       3.79      12.00
        5       0.00      -0.36       1.63       3.61      11.00
        6       0.00      -0.47       1.50       3.46       9.00
        7       0.00      -0.59       1.31       3.20      13.00
        8       0.00      -0.59       1.10       2.79       9.00
        9       0.00      -0.72       1.02       2.77      12.00
       10       0.00       0.00       0.00       0.00       0.00
       11       0.00       0.00       0.00       0.00       0.00
       12       0.00       0.00       0.00       0.00       0.00
       13       0.00       0.00       0.00       0.00       0.00
       14       0.00       0.00       0.00       0.00       0.00
       15       0.00       0.00       0.00       0.00       0.00
       16       0.00       0.00       0.00       0.00       0.00
       17       0.00       0.00       0.00       0.00       0.00
       18       0.00       0.00       0.00       0.00       0.00
       19       0.00       0.00       0.00       0.00       0.00
       20       0.00       0.00       0.00       0.00       0.00
       21       0.00       0.00       0.00       0.00       0.00
       22       0.00       0.00       0.00       0.00       0.00
       23       0.00       0.00       0.00       0.00       0.00
       24       0.00       0.00       0.00       0.00       0.00
       25       0.00       0.00       0.00       0.00       0.00
       26       0.00       0.00       0.00       0.00       0.00
       27       0.00       0.00       0.00       0.00       0.00
       28       0.00       0.00       0.00       0.00       0.00
       29       0.00       0.00       0.00       0.00       0.00
       30       0.00       0.00       0.00       0.00       0.00
       31       0.00       0.00       0.00       0.00       0.00
       32       0.00       0.00       0.00       0.00       0.00
       33       0.00       0.00       0.00       0.00       0.00
       34       0.00       0.00       0.00       0.00       0.00
       35       0.00       0.00       0.00       0.00       0.00
       36       0.00       0.00       0.00       0.00       0.00
       37       0.00       0.00       0.00       0.00       0.00
       38       0.00       0.00       0.00       0.00       0.00
       39       0.00       0.00       0.00       0.00       0.00
       40       0.00       0.00       0.00       0.00       0.00
       41       0.00       0.00       0.00       0.00       0.00
       42       0.00       0.00       0.00       0.00       0.00
       43       0.00       0.00       0.00       0.00       0.00
       44       0.00       0.00       0.00       0.00       0.00
       45       0.00       0.00       0.00       0.00       0.00
       46       0.00       0.00       0.00       0.00       0.00
       47       0.00       0.00       0.00       0.00       0.00
       48       0.00       0.00       0.00       0.00       0.00
       49       0.00       0.00       0.00       0.00       0.00
       50       0.00       0.00       0.00       0.00       0.00
       51       0.00       0.00       0.00       0.00       0.00
       52       0.00       0.00       0.00       0.00       0.00
       53       0.00       0.00       0.00       0.00       0.00
       54       0.00       0.00       0.00       0.00       0.00
       55       0.00       0.00       0.00       0.00       0.00
       56       0.00       0.00       0.00       0.00       0.00
       57       0.00       0.00       0.00       0.00       0.00
       58       0.00       0.00       0.00       0.00       0.00
       59       0.00       0.00       0.00       0.00       0.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
